    Lp	    Lc	 Width	  Wall	File 
 0.130	 0.140	 0.000	 0.000	                        
 0.130	 0.140	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.690	 0.790	18.439	 8.470	                        
 0.820	 1.240	11.712	 0.000	                        
 1.290	 1.410	27.609	10.780	                        
 0.170	 0.180	 0.000	 0.000	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.480	 0.560	30.619	 7.700	                        
 2.200	 2.660	16.272	 3.850	                        
 1.060	 1.840	31.712	 0.000	                        
 2.240	 2.410	24.605	 0.000	                        
 0.430	 0.470	25.008	 3.850	                        
 2.030	 2.760	42.754	11.550	                        
 1.240	 1.720	25.931	 0.000	                        
 0.700	 0.760	29.588	13.860	                        
 0.490	 1.000	26.492	 0.000	                        
 0.750	 0.860	17.954	 0.000	                        
 0.410	 0.710	30.257	 0.000	                        
 0.210	 0.240	14.950	 6.160	                        
 0.570	 0.640	16.796	 7.700	                        
 1.680	 2.090	35.042	 0.000	                        
 0.890	 0.890	40.250	14.630	                        
 0.790	 0.810	23.854	10.780	                        
 0.150	 0.160	 0.000	 0.000	                        
 0.950	 1.100	24.770	 0.000	                        
 0.070	 0.070	 0.000	 0.000	                        
 1.220	 2.050	33.513	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.380	 0.520	22.667	10.010	                        
 0.610	 0.640	48.229	 3.850	                        
 0.100	 0.110	 0.000	 0.000	                        
 2.120	 2.480	21.134	 9.240	                        
 0.200	 0.220	32.928	 3.080	                        
 1.300	 1.410	21.323	 0.000	                        
 0.580	 0.940	21.800	 0.000	                        
 1.800	 2.100	25.644	 0.000	                        
 1.180	 1.330	22.782	 0.000	                        
 0.890	 1.200	32.349	 0.000	                        
 0.450	 0.470	20.779	 6.160	                        
 0.140	 0.140	 0.000	 0.000	                        
 1.510	 2.260	27.814	13.860	                        
 0.570	 0.700	17.810	 0.000	                        
 0.790	 0.980	19.806	 0.000	                        
 2.790	 2.900	23.877	 9.240	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.540	 0.610	16.266	 7.700	                        
 0.410	 0.470	15.389	 6.930	                        
 1.390	 1.640	27.431	 0.000	                        
 3.640	 3.940	44.899	20.020	                        
 1.120	 1.470	14.918	 6.930	                        
 0.770	 0.800	87.247	35.420	                        
 0.230	 0.230	26.892	 6.930	                        
 1.220	 1.600	34.938	 0.000	                        
 0.130	 0.140	 0.000	 0.000	                        
 0.330	 0.350	26.759	12.320	                        
 1.310	 1.400	30.494	 7.700	                        
 0.090	 0.090	 0.000	 0.000	                        
 1.420	 1.520	22.531	 0.000	                        
 0.920	 1.020	17.232	 7.700	                        
 0.340	 0.360	28.177	 7.700	                        
 1.220	 2.240	22.395	 0.000	                        
 2.630	 3.160	33.444	15.400	                        
 0.720	 0.770	45.964	 0.000	                        
 0.200	 0.210	23.198	10.010	                        
 0.160	 0.170	 0.000	 0.000	                        
 0.600	 0.620	26.871	10.010	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.510	 0.870	26.227	 0.000	                        
 2.310	 2.380	28.685	 0.000	                        
 0.240	 0.270	 9.791	 2.310	                        
 0.630	 1.000	27.286	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 2.370	 2.700	36.148	 9.240	                        
 0.190	 0.190	 0.000	 0.000	                        
 0.060	 0.070	 0.000	 0.000	                        
 1.590	 2.900	33.266	 0.000	                        
 0.280	 0.340	20.048	 0.000	                        
 0.700	 1.240	22.892	 0.000	                        
 1.530	 1.680	22.291	 0.000	                        
 0.140	 0.150	 0.000	 0.000	                        
 0.350	 0.370	15.360	 2.310	                        
 0.860	 0.910	14.861	 0.000	                        
 2.120	 2.650	42.331	20.020	                        
 2.680	 3.180	23.667	 0.000	                        
 0.520	 0.570	17.778	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 1.760	 2.460	20.015	 0.000	                        
 1.440	 1.560	26.272	13.090	                        
 1.110	 1.540	20.946	 0.000	                        
 0.440	 0.470	23.921	11.550	                        
 1.750	 1.940	25.888	 0.000	                        
 0.420	 0.610	24.602	 0.000	                        
 1.310	 2.240	24.049	 0.000	                        
 0.180	 0.220	19.559	 8.470	                        
 0.090	 0.130	 0.000	 0.000	                        
 0.130	 0.140	 0.000	 0.000	                        
 0.600	 1.220	24.474	 0.000	                        
 0.600	 0.690	21.454	 0.000	                        
 1.580	 2.430	31.032	 0.000	                        
 0.320	 0.360	24.779	12.320	                        
 0.230	 0.450	20.490	 4.620	                        
 0.200	 0.210	16.564	 7.700	                        
 1.780	 3.530	23.274	 0.000	                        
 0.770	 0.850	18.966	 0.000	                        
 1.300	 1.860	21.604	10.010	                        
 0.390	 0.440	 0.000	 0.000	                        
 0.650	 0.780	33.812	15.400	                        
 2.040	 2.650	29.773	 0.000	                        
 2.050	 2.180	22.393	 0.000	                        
 0.950	 1.070	26.957	12.320	                        
 1.820	 2.410	28.981	 0.000	                        
 1.460	 1.580	22.433	 0.000	                        
 0.260	 0.270	 8.979	 3.850	                        
 0.060	 0.070	 0.000	 0.000	                        
 1.570	 1.640	14.913	 3.850	                        
 0.060	 0.060	 0.000	 0.000	                        
 1.320	 2.810	53.886	 0.000	                        
 0.010	 0.010	 0.000	 0.000	                        
 0.660	 0.750	17.658	 0.000	                        
 2.320	 2.530	13.295	 0.000	                        
 0.750	 1.230	27.177	 0.000	                        
 0.690	 0.900	23.836	 9.240	                        
 0.860	 2.210	21.028	 0.000	                        
 0.730	 0.870	39.107	 0.000	                        
 1.400	 1.980	25.679	 0.000	                        
 1.200	 1.290	36.595	10.010	                        
 0.620	 0.660	50.090	17.710	                        
 0.070	 0.070	 0.000	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 2.520	 2.700	18.182	 7.700	                        
 0.130	 0.130	 0.000	 0.000	                        
 1.730	 1.940	30.011	 0.000	                        
 0.520	 0.650	23.473	 0.000	                        
 0.760	 0.800	21.760	10.780	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.180	 0.180	 0.000	 0.000	                        
 0.860	 0.930	21.009	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.540	 0.710	28.270	 0.000	                        
 0.590	 0.720	27.245	 0.000	                        
 2.360	 2.550	20.421	 0.000	                        
 0.130	 0.140	 0.000	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 1.080	 1.260	40.495	16.170	                        
 0.070	 0.070	 0.000	 0.000	                        
 0.420	 0.430	60.324	24.640	                        
 0.060	 0.060	 0.000	 0.000	                        
 2.140	 2.300	28.738	 0.000	                        
 0.830	 0.890	30.266	 0.000	                        
 1.630	 1.850	24.917	 0.000	                        
 0.920	 1.300	19.141	 9.240	                        
 2.170	 2.310	47.020	 5.390	                        
 1.970	 2.360	20.799	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.260	 0.280	 7.298	 2.310	                        
 0.210	 0.220	15.945	 4.620	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.920	 1.420	27.917	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.590	 1.370	22.197	 0.000	                        
 1.690	 2.520	32.486	14.630	                        
 0.730	 1.540	24.997	 0.000	                        
 0.730	 1.240	24.177	 0.000	                        
 0.340	 0.370	25.477	 6.930	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.210	 0.220	14.664	 5.390	                        
 0.050	 0.070	 0.000	 0.000	                        
 0.830	 1.090	22.081	 0.000	                        
 0.970	 1.440	19.467	 9.240	                        
 0.700	 0.740	22.123	 0.000	                        
 2.460	 2.650	15.705	 6.930	                        
 1.380	 2.230	30.091	 0.000	                        
 0.170	 0.170	 0.000	 0.000	                        
 1.030	 1.090	26.875	 9.240	                        
 0.260	 0.270	26.447	 0.000	                        
 1.180	 1.720	24.233	 0.000	                        
 1.200	 1.680	37.355	13.860	                        
 1.110	 1.200	31.095	 0.000	                        
 0.990	 1.190	26.690	11.550	                        
 2.030	 2.280	20.127	10.010	                        
 0.240	 0.240	14.969	 0.000	                        
 0.160	 0.160	 0.000	 0.000	                        
 0.330	 0.340	13.610	 5.390	                        
 0.800	 0.890	30.390	10.780	                        
 0.120	 0.120	 0.000	 0.000	                        
 1.330	 1.410	25.432	12.320	                        
 1.570	 2.780	27.041	 0.000	                        
 0.490	 0.660	21.280	 0.000	                        
 1.850	 1.910	22.813	 0.000	                        
 1.490	 1.620	22.652	 0.000	                        
 0.730	 0.770	77.345	24.640	                        
 2.680	 2.780	45.271	22.330	                        
 1.890	 2.800	33.362	 0.000	                        
 2.200	 2.530	19.188	 0.000	                        
 3.440	 3.610	29.272	 0.000	                        
 0.270	 0.460	15.187	 0.000	                        
 1.310	 1.830	27.450	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.130	 0.140	 0.000	 0.000	                        
 0.260	 0.280	 8.870	 3.850	                        
 2.000	 3.370	28.507	 0.000	                        
 0.390	 0.760	25.633	 0.000	                        
 1.640	 1.680	22.219	 0.000	                        
 1.130	 1.630	19.807	 0.000	                        
 2.070	 2.190	32.414	 0.000	                        
 3.610	 3.980	27.886	 0.000	                        
 1.130	 1.280	26.005	 0.000	                        
 0.170	 0.170	 0.000	 0.000	                        
 0.610	 0.720	21.175	 0.000	                        
 1.960	 2.140	25.470	 0.000	                        
 0.220	 0.260	14.460	 3.080	                        
 0.780	 0.910	46.523	18.480	                        
 0.320	 0.330	28.438	 5.390	                        
 2.760	 5.610	22.678	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
