    Lp	    Lc	 Width	  Wall	File 
 1.450	 2.180	24.542	10.780	                        
 0.880	 0.910	37.465	12.320	                        
 4.500	 5.550	28.431	 0.000	                        
 0.470	 0.870	41.318	16.170	                        
 1.300	 1.390	25.835	 0.000	                        
 0.700	 0.780	39.995	16.940	                        
 0.230	 0.350	19.004	 6.160	                        
 2.830	 2.970	32.181	 0.000	                        
 0.780	 0.820	54.437	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.730	 1.310	39.761	18.480	                        
 0.320	 0.340	12.623	 1.540	                        
 1.900	 2.110	22.267	 0.000	                        
 1.330	 1.380	40.618	16.940	                        
 0.760	 0.830	18.708	 7.700	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.550	 0.930	32.956	 0.000	                        
 0.700	 0.790	30.348	 0.000	                        
 0.350	 0.380	20.245	 0.000	                        
 0.070	 0.070	 0.000	 0.000	                        
 1.320	 2.580	27.666	 0.000	                        
 0.450	 0.460	19.302	 6.930	                        
 1.000	 1.050	28.572	 0.000	                        
 0.180	 0.180	 0.000	 0.000	                        
 1.250	 1.320	25.408	 0.000	                        
 0.280	 0.300	26.053	 0.000	                        
 0.200	 0.210	22.643	 8.470	                        
 1.180	 1.280	34.593	16.940	                        
 1.880	 2.800	25.136	 0.000	                        
 1.760	 1.890	15.538	 7.700	                        
 3.410	 3.630	40.558	 0.000	                        
 0.330	 0.330	22.142	 5.390	                        
 2.300	 2.760	15.715	 0.000	                        
 0.170	 0.180	 0.000	 0.000	                        
 0.400	 0.440	21.001	 6.160	                        
 0.840	 1.260	30.720	 0.000	                        
 0.240	 0.250	18.098	 0.770	                        
 2.240	 2.390	42.663	 6.930	                        
 0.930	 0.980	40.064	19.250	                        
 1.580	 2.110	25.725	 0.000	                        
 1.780	 1.950	39.059	 0.000	                        
 1.710	 2.800	34.612	 6.930	                        
 0.040	 0.050	 0.000	 0.000	                        
 0.570	 0.620	17.198	 7.700	                        
 0.330	 0.350	14.431	 6.930	                        
 2.270	 2.730	14.757	 0.770	                        
 3.070	 3.190	21.886	10.780	                        
 0.870	 1.030	23.728	10.780	                        
 2.240	 2.310	34.632	16.940	                        
 3.370	 3.880	32.987	 0.000	                        
 0.240	 0.270	18.142	 3.080	                        
 0.160	 0.160	 0.000	 0.000	                        
 1.770	 2.590	38.371	13.860	                        
 2.570	 2.790	22.323	 0.000	                        
 0.680	 1.120	36.299	16.940	                        
 1.600	 1.840	32.452	 0.000	                        
 1.920	 2.920	24.213	 0.000	                        
 0.590	 0.700	32.437	16.170	                        
 0.200	 0.210	17.746	 6.160	                        
 1.490	 1.530	37.858	16.170	                        
 0.390	 0.560	14.301	 6.160	                        
 1.890	 2.790	30.548	 0.000	                        
 1.020	 1.130	24.268	 0.000	                        
 1.400	 2.010	22.278	 0.000	                        
 0.800	 0.870	28.319	 3.850	                        
 0.850	 0.880	93.156	30.800	                        
 0.100	 0.100	 0.000	 0.000	                        
 3.890	 4.270	42.367	 0.000	                        
 0.770	 0.940	26.118	 0.000	                        
 3.350	 3.580	19.554	 0.000	                        
 0.610	 0.750	21.988	 0.000	                        
 0.890	 1.190	24.515	 0.000	                        
 0.630	 1.280	19.407	 0.000	                        
 0.320	 0.360	32.224	 6.160	                        
 1.590	 1.680	23.072	 0.000	                        
 0.200	 0.310	13.885	 6.160	                        
 4.340	 4.550	25.337	12.320	                        
 3.000	 3.390	41.432	20.020	                        
 0.110	 0.120	 0.000	 0.000	                        
 0.160	 0.180	 0.000	 0.000	                        
 0.580	 0.890	20.495	 0.000	                        
 1.750	 2.440	26.457	 0.000	                        
 2.350	 3.330	23.403	 6.160	                        
 2.270	 2.610	31.098	13.860	                        
 0.160	 0.180	 0.000	 0.000	                        
 1.690	 2.290	35.176	 0.000	                        
 2.270	 2.400	41.839	20.020	                        
 2.050	 2.710	38.653	 0.000	                        
 0.160	 0.170	 0.000	 0.000	                        
 0.160	 0.170	 0.000	 0.000	                        
 1.160	 1.370	22.013	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.780	 0.930	18.750	 0.000	                        
 1.870	 2.450	35.306	14.630	                        
 0.460	 0.480	20.986	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.740	 1.510	23.825	10.010	                        
 0.710	 0.920	19.412	 0.000	                        
 3.110	 3.850	31.941	14.630	                        
 0.900	 1.100	32.659	 0.000	                        
 0.840	 1.010	25.966	10.780	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.700	 0.720	18.861	 9.240	                        
 2.890	 3.490	31.749	14.630	                        
 0.770	 0.800	35.753	14.630	                        
 2.350	 2.440	27.230	 3.850	                        
 1.580	 2.090	32.989	 0.000	                        
 1.180	 1.730	17.702	 0.000	                        
 0.330	 0.370	16.577	 0.000	                        
 1.170	 1.250	23.166	11.550	                        
 2.560	 2.700	28.472	13.090	                        
 0.200	 0.240	18.085	 0.000	                        
 0.460	 0.690	13.859	 0.000	                        
 2.790	 2.960	20.305	 0.000	                        
 0.190	 0.260	24.994	 8.470	                        
 0.230	 0.300	11.613	 0.000	                        
 0.700	 0.780	16.965	 0.000	                        
 2.280	 2.970	13.368	 5.390	                        
 0.190	 0.220	12.198	 1.540	                        
 0.020	 0.020	 0.000	 0.000	                        
 2.580	 2.810	14.626	 6.930	                        
 0.410	 0.450	40.152	 0.000	                        
 0.450	 0.760	27.477	10.010	                        
 0.200	 0.240	18.756	 6.160	                        
 0.920	 1.020	23.489	 0.000	                        
 1.650	 2.730	26.837	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 2.300	 4.180	13.816	 4.620	                        
 1.140	 1.190	24.280	11.550	                        
 1.360	 1.710	22.027	 0.000	                        
 0.570	 0.580	27.374	12.320	                        
 3.410	 3.570	29.301	14.630	                        
 0.360	 0.380	28.183	 5.390	                        
 0.710	 1.140	24.820	 0.000	                        
 0.010	 0.010	 0.000	 0.000	                        
 0.630	 0.770	20.233	 0.000	                        
 1.330	 1.850	33.556	 0.000	                        
 0.200	 0.210	12.941	 5.390	                        
 1.010	 1.050	26.917	 0.000	                        
 0.140	 0.160	 0.000	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.510	 0.570	16.780	 6.160	                        
 1.100	 1.290	27.149	 0.000	                        
 1.290	 1.510	28.543	 0.000	                        
 0.410	 0.470	22.063	 9.240	                        
 0.260	 0.280	23.035	 6.930	                        
 1.000	 2.080	40.305	 0.000	                        
 1.020	 1.180	21.444	 0.000	                        
 1.680	 2.870	29.258	 0.000	                        
 0.460	 0.490	20.489	 7.700	                        
 1.290	 1.840	29.233	13.090	                        
 0.490	 0.850	29.969	 0.000	                        
 0.920	 1.330	 0.000	 0.000	                        
 3.700	 3.930	57.664	21.560	                        
 1.410	 1.530	19.682	 9.240	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.380	 0.500	14.268	 0.000	                        
 2.510	 3.350	17.782	 8.470	                        
 1.510	 1.590	23.330	11.550	                        
 0.510	 0.600	21.268	 0.000	                        
 0.260	 0.270	22.543	 9.240	                        
 0.210	 0.230	21.345	 0.000	                        
 0.770	 0.790	25.071	11.550	                        
 0.220	 0.220	14.422	 6.930	                        
 1.030	 1.140	29.217	 0.000	                        
 1.170	 1.260	26.637	13.090	                        
 1.130	 2.180	34.939	 0.000	                        
 0.370	 0.940	97.073	26.180	                        
 0.350	 0.390	16.672	 0.000	                        
 0.620	 0.670	21.936	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 2.490	 2.760	25.314	 6.160	                        
 0.220	 0.370	29.105	 9.240	                        
 0.790	 1.150	28.431	 0.000	                        
 0.190	 0.210	14.698	 0.000	                        
 0.280	 0.310	12.720	 0.770	                        
 0.280	 0.600	25.525	 0.000	                        
 0.410	 0.800	22.436	10.780	                        
 0.200	 0.220	16.373	 7.700	                        
 2.120	 2.280	18.907	 0.000	                        
 1.550	 1.780	30.184	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 1.100	 2.350	29.764	 0.000	                        
 0.370	 0.390	64.715	21.560	                        
 2.970	 3.130	31.678	14.630	                        
 0.260	 0.310	27.497	 3.080	                        
 0.160	 0.240	25.967	 1.540	                        
 0.270	 0.340	10.604	 3.080	                        
 0.550	 0.580	34.431	14.630	                        
 0.370	 0.380	29.140	11.550	                        
 0.980	 1.700	48.590	 0.000	                        
 0.450	 0.900	29.103	 0.000	                        
 0.540	 1.100	26.565	 0.000	                        
 0.940	 1.390	36.953	17.710	                        
 1.720	 1.830	32.927	 0.000	                        
 0.810	 0.980	48.377	23.100	                        
 0.930	 1.130	39.017	 8.470	                        
 0.870	 0.960	18.077	 7.700	                        
 4.790	 5.070	29.174	 0.000	                        
 0.330	 0.350	44.790	17.710	                        
 0.620	 0.690	29.641	11.550	                        
 0.880	 1.820	39.235	 0.000	                        
 1.480	 1.850	22.707	 0.000	                        
 0.480	 0.790	19.657	 0.000	                        
 0.370	 0.400	22.861	 3.850	                        
 0.120	 0.130	 0.000	 0.000	                        
 0.430	 0.700	20.347	 0.000	                        
 1.650	 1.800	40.410	18.480	                        
 1.600	 1.710	22.215	 0.000	                        
 1.200	 1.400	37.056	17.710	                        
 0.200	 0.210	11.681	 4.620	                        
 2.220	 3.020	28.512	13.860	                        
 0.090	 0.090	 0.000	 0.000	                        
 3.500	 3.790	37.178	18.480	                        
 0.110	 0.110	 0.000	 0.000	                        
 2.560	 2.730	26.126	 0.000	                        
 1.700	 1.900	15.720	 4.620	                        
 2.890	 3.020	25.586	 0.000	                        
 0.440	 0.450	29.557	14.630	                        
 0.110	 0.110	 0.000	 0.000	                        
 1.490	 3.170	25.892	 0.000	                        
 1.140	 1.650	17.332	 0.000	                        
 1.520	 1.670	26.034	 0.000	                        
 0.610	 0.710	41.121	16.170	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.120	 0.130	 0.000	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.820	 0.830	63.622	26.180	                        
 0.420	 0.620	22.734	 0.000	                        
 0.290	 0.320	18.167	 0.000	                        
 0.670	 0.740	21.899	10.780	                        
 2.290	 2.530	45.199	19.250	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.530	 0.560	31.529	 0.000	                        
 0.520	 1.030	31.152	 0.000	                        
 1.460	 2.320	21.401	 0.000	                        
 3.770	 4.070	43.209	 0.000	                        
 1.860	 2.160	28.381	 0.000	                        
 0.060	 0.070	 0.000	 0.000	                        
 2.160	 2.340	19.869	 0.000	                        
 0.920	 0.960	35.192	15.400	                        
 1.050	 1.510	23.188	 0.000	                        
 0.720	 0.960	27.326	 0.000	                        
 0.630	 0.730	20.289	 0.000	                        
 0.650	 0.700	47.160	11.550	                        
 0.820	 0.910	27.102	 0.000	                        
 2.360	 2.530	15.779	 7.700	                        
 0.650	 0.730	32.101	 0.000	                        
 4.530	 4.740	27.694	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.420	 0.450	20.203	 3.850	                        
 2.950	 3.290	30.917	 0.000	                        
 0.270	 0.290	 0.000	 0.000	                        
 0.160	 0.180	 0.000	 0.000	                        
 1.580	 3.040	36.779	 0.000	                        
 0.580	 1.070	26.453	 0.000	                        
 0.300	 0.310	14.974	 6.930	                        
 3.360	 3.600	28.894	 0.000	                        
 1.330	 1.450	16.164	 0.000	                        
 1.690	 2.670	28.165	13.860	                        
 0.550	 0.610	35.195	 7.700	                        
 0.170	 0.180	 0.000	 0.000	                        
 2.330	 2.520	10.357	 0.000	                        
 0.500	 0.560	34.640	 9.240	                        
 0.480	 0.710	17.135	 0.000	                        
 0.520	 0.550	19.162	 8.470	                        
 1.770	 1.880	34.978	 0.000	                        
 0.200	 0.200	17.618	 2.310	                        
 0.620	 0.640	38.282	 3.850	                        
 0.530	 0.550	39.026	16.940	                        
 2.350	 2.490	16.678	 2.310	                        
 0.130	 0.150	 0.000	 0.000	                        
 0.170	 0.170	 0.000	 0.000	                        
 1.600	 2.170	28.789	 0.000	                        
 0.790	 1.170	53.085	24.640	                        
 0.400	 0.440	23.076	 0.000	                        
 0.810	 1.680	21.625	 0.000	                        
 0.510	 0.680	16.265	 7.700	                        
 1.880	 2.000	33.170	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 1.850	 2.640	29.545	 0.000	                        
 0.150	 0.160	 0.000	 0.000	                        
 2.220	 2.550	15.606	 2.310	                        
 0.350	 0.460	11.757	 3.850	                        
 2.310	 2.910	34.032	15.400	                        
 0.220	 0.220	 7.310	 3.080	                        
 1.690	 2.770	31.589	 0.000	                        
 0.100	 0.130	 0.000	 0.000	                        
 0.420	 0.980	30.026	 0.000	                        
 1.180	 1.340	32.874	 0.000	                        
 1.670	 1.910	25.537	 9.240	                        
 0.900	 1.050	27.575	 0.000	                        
 2.000	 2.850	34.892	 0.000	                        
 0.800	 0.900	18.635	 0.000	                        
 1.040	 2.120	28.132	 0.000	                        
 2.780	 2.910	21.094	 0.000	                        
 1.370	 1.470	24.929	12.320	                        
 1.000	 1.040	37.815	16.170	                        
 1.010	 1.150	21.224	 7.700	                        
 0.270	 0.280	 0.000	 0.000	                        
 1.790	 2.700	29.087	 0.000	                        
 0.650	 1.330	33.829	 0.000	                        
 0.730	 0.810	21.622	 0.000	                        
 2.680	 3.160	26.164	 9.240	                        
 0.890	 1.260	15.791	 2.310	                        
 1.380	 2.460	33.197	 0.000	                        
 0.590	 0.720	26.060	 0.000	                        
 1.410	 1.970	53.454	 0.000	                        
 3.000	 3.310	24.088	 0.000	                        
 0.210	 0.220	25.225	 0.000	                        
 0.060	 0.070	 0.000	 0.000	                        
 1.360	 1.520	26.431	 0.000	                        
 0.730	 1.730	34.696	 0.000	                        
 0.370	 0.510	39.391	13.860	                        
 1.100	 1.150	19.209	 9.240	                        
 2.760	 3.010	35.142	 0.000	                        
 0.170	 0.190	 0.000	 0.000	                        
 0.010	 0.010	 0.000	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.580	 0.650	23.174	 9.240	                        
 0.930	 1.100	25.527	11.550	                        
 1.870	 2.020	28.706	13.090	                        
 0.640	 0.750	17.241	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 1.280	 2.490	43.616	 0.000	                        
 1.700	 2.690	15.714	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 1.950	 2.210	24.628	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 0.930	 1.480	44.907	22.330	                        
 0.470	 0.520	19.236	 6.160	                        
 0.640	 0.720	21.564	 0.000	                        
 2.070	 2.280	28.045	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 1.590	 1.760	28.179	12.320	                        
 0.840	 0.910	20.769	10.010	                        
 3.170	 3.410	29.870	 0.000	                        
 0.240	 0.240	92.428	25.410	                        
 0.460	 0.940	18.177	 0.000	                        
 0.580	 0.680	22.713	 0.000	                        
 0.560	 0.780	21.774	 0.000	                        
 1.790	 2.030	31.465	 0.000	                        
 1.310	 1.380	41.730	20.790	                        
 1.950	 2.320	31.492	15.400	                        
 0.360	 0.420	28.045	 8.470	                        
 0.390	 0.410	16.241	 0.000	                        
 1.080	 1.110	22.230	10.780	                        
 0.620	 0.810	40.819	 0.000	                        
 2.320	 2.460	11.062	 0.000	                        
 2.530	 2.660	23.582	 3.850	                        
 0.290	 0.310	12.272	 1.540	                        
 0.980	 1.030	29.134	 0.000	                        
 0.430	 0.460	27.022	 8.470	                        
 2.050	 2.620	22.460	 0.000	                        
 0.790	 0.800	32.791	16.170	                        
 1.330	 1.620	20.656	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 1.430	 2.730	24.821	 0.000	                        
 0.320	 0.360	16.301	 7.700	                        
 1.740	 1.910	22.372	 0.000	                        
 1.510	 1.870	27.686	 0.000	                        
 0.800	 1.560	30.094	 0.000	                        
 0.260	 0.280	29.434	 4.620	                        
 1.040	 1.240	28.663	 0.000	                        
 2.810	 3.040	35.987	16.170	                        
 0.550	 0.640	32.047	 0.000	                        
 0.240	 0.260	19.293	 3.080	                        
 0.240	 0.250	 0.000	 0.000	                        
 0.340	 0.640	18.224	 0.000	                        
 0.380	 0.600	18.102	 0.000	                        
 0.970	 1.040	32.683	 0.000	                        
 0.340	 0.340	22.482	10.010	                        
 0.890	 1.650	28.477	 0.000	                        
 0.380	 0.390	50.724	 0.000	                        
 0.290	 0.320	14.231	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.860	 0.950	27.046	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.740	 0.860	30.927	10.780	                        
 0.640	 0.760	28.737	 0.000	                        
 1.130	 1.540	21.894	 0.000	                        
 1.850	 1.960	27.588	13.090	                        
 1.160	 1.210	28.110	12.320	                        
 0.420	 0.460	 0.000	 0.000	                        
 0.400	 0.620	18.098	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 1.740	 1.990	23.186	11.550	                        
 0.250	 0.270	 0.000	 0.000	                        
 0.550	 0.560	21.547	 9.240	                        
 0.720	 1.110	37.856	 0.000	                        
 0.780	 1.170	30.212	12.320	                        
 1.050	 1.150	20.336	10.010	                        
 0.750	 1.220	40.158	 0.000	                        
 0.750	 1.160	27.511	 0.000	                        
 1.530	 1.730	20.244	 0.000	                        
 2.650	 2.820	22.841	 0.000	                        
 1.890	 2.440	27.696	 0.000	                        
 0.510	 0.550	30.888	10.780	                        
 2.280	 2.380	20.775	 0.000	                        
 0.010	 0.010	 0.000	 0.000	                        
 0.080	 0.090	 0.000	 0.000	                        
 1.410	 2.480	41.780	 0.000	                        
 0.570	 1.040	28.245	 0.000	                        
 0.130	 0.140	 0.000	 0.000	                        
 1.180	 2.490	27.307	 0.000	                        
 1.080	 1.290	37.649	 7.700	                        
 0.520	 0.990	21.552	 0.000	                        
 0.830	 1.060	28.531	 0.000	                        
 0.070	 0.070	 0.000	 0.000	                        
 2.000	 2.120	54.792	20.790	                        
 0.120	 0.120	 0.000	 0.000	                        
 2.410	 2.640	18.743	 9.240	                        
 0.380	 0.660	23.570	 0.000	                        
 1.890	 2.280	31.155	 0.000	                        
 2.210	 2.370	 0.000	 0.000	                        
 0.160	 0.170	 0.000	 0.000	                        
 0.760	 0.950	21.184	10.010	                        
 1.100	 1.800	25.594	 0.000	                        
 0.890	 1.710	22.197	 0.000	                        
 0.800	 1.240	21.837	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.640	 1.090	28.050	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.230	 0.240	13.825	 6.160	                        
 2.270	 2.850	24.085	 4.620	                        
 0.020	 0.020	 0.000	 0.000	                        
 0.910	 0.940	15.556	 3.850	                        
 0.950	 1.730	25.695	 0.000	                        
 1.230	 1.580	25.804	 0.000	                        
 0.580	 1.330	26.370	 0.000	                        
 0.820	 0.860	23.524	 7.700	                        
 1.260	 1.470	26.440	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.490	 0.570	22.673	 6.930	                        
 0.830	 0.940	27.811	13.860	                        
 0.090	 0.100	 0.000	 0.000	                        
 1.790	 1.910	27.737	 0.000	                        
 0.910	 1.820	41.590	 0.000	                        
 1.720	 1.840	30.070	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.470	 0.970	21.016	 0.000	                        
 0.010	 0.010	 0.000	 0.000	                        
 0.030	 0.030	 0.000	 0.000	                        
 1.480	 2.930	28.436	 0.000	                        
 0.720	 0.790	52.196	21.560	                        
 0.630	 0.660	29.223	13.860	                        
 1.360	 1.460	30.263	13.860	                        
 0.600	 0.700	30.593	 8.470	                        
 1.930	 3.110	28.560	13.860	                        
 0.190	 0.190	 0.000	 0.000	                        
 1.350	 1.460	56.859	23.870	                        
 4.690	 5.700	23.765	 0.000	                        
 0.770	 0.830	40.401	17.710	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.860	 0.960	20.309	 0.000	                        
 0.540	 1.150	25.032	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.810	 0.930	25.490	 0.000	                        
 0.580	 0.850	19.000	 0.000	                        
 2.040	 2.510	19.672	 0.000	                        
 1.240	 1.600	22.122	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 1.730	 1.820	17.694	 0.000	                        
 1.040	 1.220	48.061	13.860	                        
 0.220	 0.240	18.228	 3.080	                        
 1.250	 1.700	39.237	 7.700	                        
 1.870	 2.040	35.716	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.200	 0.200	 0.000	 0.000	                        
 1.060	 1.190	24.249	 0.000	                        
 1.440	 2.330	19.427	 0.000	                        
 0.360	 0.380	22.463	 5.390	                        
 0.120	 0.130	 0.000	 0.000	                        
 1.380	 2.810	24.065	 3.080	                        
 0.180	 0.180	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.190	 0.200	14.703	 5.390	                        
 0.480	 1.000	50.114	 0.000	                        
 0.480	 0.790	16.718	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.490	 0.690	23.239	 0.000	                        
 3.180	 3.530	23.329	 0.000	                        
 0.390	 0.430	29.475	 5.390	                        
 1.140	 1.250	29.433	 0.000	                        
 1.400	 2.060	31.670	 0.000	                        
 1.630	 1.730	26.380	11.550	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 1.480	 1.560	 0.000	 0.000	                        
 1.000	 1.170	26.210	 0.000	                        
 0.480	 0.510	35.107	 5.390	                        
 2.160	 2.820	50.605	13.090	                        
 0.210	 0.230	17.679	 0.770	                        
 0.400	 0.430	31.796	12.320	                        
 0.580	 0.670	15.739	 4.620	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.890	 1.010	21.272	 0.000	                        
 2.120	 3.010	41.767	 0.000	                        
 0.330	 0.440	19.914	 6.930	                        
 0.930	 1.470	32.921	16.170	                        
 0.150	 0.150	 0.000	 0.000	                        
 1.010	 1.120	28.073	 0.000	                        
 2.510	 2.700	34.880	 4.620	                        
 0.880	 1.090	19.844	 0.000	                        
 0.630	 0.920	27.619	 0.000	                        
 0.190	 0.210	 5.735	 0.000	                        
 1.940	 2.080	21.783	10.010	                        
 0.270	 0.300	19.085	 6.930	                        
 3.070	 4.110	21.696	 0.000	                        
 2.150	 2.820	37.000	 0.000	                        
 1.450	 2.230	41.156	 0.000	                        
 1.860	 1.950	25.779	 0.000	                        
 1.170	 1.860	26.814	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 1.070	 1.120	33.109	16.170	                        
 2.100	 2.230	36.166	 8.470	                        
 0.120	 0.140	 0.000	 0.000	                        
 0.580	 0.710	33.232	 0.000	                        
 0.110	 0.120	 0.000	 0.000	                        
 0.360	 0.450	21.030	 9.240	                        
 0.700	 0.730	23.369	11.550	                        
 0.260	 0.430	21.972	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 1.000	 1.090	27.563	 0.000	                        
 0.550	 0.920	18.328	 0.000	                        
 1.530	 1.680	24.966	 0.000	                        
 0.620	 0.670	19.109	 8.470	                        
 0.740	 0.960	18.793	 0.000	                        
 0.660	 0.750	25.595	 0.000	                        
 2.190	 2.520	24.137	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 1.050	 1.140	35.463	15.400	                        
 1.460	 1.640	33.921	 0.000	                        
 0.910	 1.420	20.503	 0.000	                        
 0.380	 0.450	18.776	 0.000	                        
 1.230	 1.880	35.846	 0.000	                        
 2.040	 2.150	25.168	12.320	                        
 0.070	 0.070	 0.000	 0.000	                        
 1.340	 2.680	34.077	 0.000	                        
 0.700	 0.830	28.171	 0.000	                        
 1.370	 1.580	21.497	 0.000	                        
 0.190	 0.190	 0.000	 0.000	                        
 0.520	 0.580	25.320	 0.000	                        
 0.210	 0.220	11.781	 5.390	                        
 1.860	 2.030	26.502	 0.000	                        
 0.250	 0.260	12.918	 0.770	                        
 0.190	 0.210	28.596	 3.850	                        
 0.390	 0.520	23.469	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 1.410	 1.530	23.652	 0.000	                        
 2.590	 2.890	20.576	 0.000	                        
 0.290	 0.610	19.539	 8.470	                        
 1.130	 1.580	25.483	 0.000	                        
 2.770	 2.930	18.890	 8.470	                        
 0.640	 0.720	11.159	 5.390	                        
 0.690	 1.230	40.720	 0.000	                        
 1.930	 2.080	25.820	12.320	                        
 0.150	 0.190	 0.000	 0.000	                        
 1.140	 1.220	23.953	 0.000	                        
 0.240	 0.250	10.162	 3.850	                        
 0.160	 0.220	12.789	 0.000	                        
 0.270	 0.290	13.426	 0.000	                        
 0.650	 1.040	28.324	 0.000	                        
 1.020	 1.060	26.041	10.010	                        
 1.600	 2.000	33.075	 0.000	                        
 2.140	 2.440	21.121	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.240	 0.410	18.413	 0.000	                        
 3.300	 3.500	40.711	 0.000	                        
 1.270	 1.900	21.758	 0.000	                        
 2.010	 2.200	28.417	 0.000	                        
 0.630	 0.700	34.808	13.860	                        
 0.350	 0.390	44.261	 0.000	                        
 1.360	 1.430	30.976	14.630	                        
 1.050	 1.230	26.055	 0.000	                        
 2.410	 2.580	24.956	10.780	                        
 0.160	 0.180	 0.000	 0.000	                        
 0.340	 0.550	27.130	 9.240	                        
 3.400	 3.480	39.977	 0.000	                        
 0.570	 0.650	23.601	11.550	                        
 1.860	 2.020	20.160	 0.000	                        
 0.190	 0.190	 0.000	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 1.470	 1.590	36.944	13.090	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.230	 0.250	15.392	 3.850	                        
 0.990	 1.050	23.376	11.550	                        
 1.070	 1.580	24.761	 0.000	                        
 0.220	 0.230	17.001	 7.700	                        
 0.670	 0.720	22.467	 0.000	                        
 0.810	 1.060	27.003	 0.000	                        
 0.410	 0.550	39.913	 0.000	                        
 0.100	 0.110	 0.000	 0.000	                        
 1.590	 1.750	23.492	10.780	                        
 0.190	 0.200	41.972	15.400	                        
 0.750	 1.200	24.978	 0.000	                        
 0.420	 0.490	21.995	 4.620	                        
 0.750	 0.810	15.481	 0.000	                        
 3.520	 3.810	44.410	 0.000	                        
 1.140	 1.290	22.848	 0.000	                        
 0.550	 0.850	21.765	 0.000	                        
 1.700	 1.790	25.550	 0.000	                        
 1.020	 1.600	22.380	 0.000	                        
 0.280	 0.290	13.739	 5.390	                        
 0.820	 1.290	21.964	 0.000	                        
 0.890	 1.080	30.719	 0.000	                        
 0.730	 0.740	25.887	 9.240	                        
 0.450	 0.810	35.271	 0.000	                        
 0.320	 0.360	43.731	10.780	                        
 1.610	 2.280	23.666	 0.000	                        
 0.910	 0.980	20.285	 0.000	                        
 1.000	 1.680	31.072	 0.000	                        
 1.870	 2.880	33.489	 0.000	                        
 0.870	 0.950	23.137	 0.000	                        
 0.900	 1.520	17.948	 0.000	                        
 0.420	 0.520	19.604	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.620	 0.800	37.566	 0.000	                        
 0.380	 0.610	16.715	 0.000	                        
 0.680	 1.030	24.080	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.520	 0.720	18.978	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.240	 0.300	13.056	 0.000	                        
 1.900	 1.990	25.101	12.320	                        
